url,job_title,company,location,sector,job_type,level,job_specialisation,qualification,pay_range,description
https://www.jobstreet.com.sg/en/job/intern-procurement-212820br-9991622?jobId=jobstreet-sg-job-9991622&sectionRank=214&token=0~6232af13-f34c-4ee9-a09a-a0a5a7bab606&fr=SRP%20Job%20Listing,Intern - Procurement - 212820BR,Thermo Fisher Scientific,Singapore,BioTechnology/Pharmaceutical/Clinical research,Internship,Entry Level,"Manufacturing, Purchasing/Material Mgmt","Professional Certificate/NiTEC, Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree",,"How Will You Make an Impact?Thermo Fisher Scientific Inc. (NYSE: TMO) is the world leader in serving science, with annual revenue of??approximately $40 billion.??Our Mission is to enable our customers to make the world healthier, cleaner and safer. Whether our customers are accelerating life sciences research, solving complex analytical challenges, increasing productivity in their??laboratories, improving??patient health through diagnostics??or the development??and manufacture of life-changing therapies, we are here to support them.Our global??team of more??than 100,000 colleagues delivers??an unrivaled combination of innovative technologies, purchasing convenience and pharmaceutical services through our industry-leading brands, including Thermo Scientific, Applied Biosystems, Invitrogen, Fisher Scientific, Unity Lab Services, Patheon and PPD. For more information, please visit??www.thermofisher.com.What will you do?As a Procurement Executive under our Internship program, your tasks will include, but are not limited to, the following:Assisting in global sourcing and procurement of materials, to provide uninterrupted supply for instrument manufacturing with the best cost, optimal quality, and desired lead timeOpportunities for Field Trip to visit Supplier?€?s factories to understand manufacturing processes and facilities for Project Management.Assist in Project Management for Instrument Transfer in materials localization efforts.Perform price analysis and supplier selection for Project Management which includes execution from start to closure.Assist in market survey and bench marking exercise to explore new suppliers and technologies.Conduct First Article or Engineering Evaluation for components to support various programs such as Product Transfer, End of Life, Cost Reduction, Value Analysis and Value Engineering etc.Manage Supplier?€?s Engineering Changes via a structured process for product life cycles management.How will you get here?EducationCurrent undergraduate student in Engineering or Sciences disciplineExperienceNot requiredKnowledge, Skills, AbilitiesPositive attitude and willing to learn and contributeProficiency in MS Office suite (Word, Excel, Power point)Good communication skills (spoken and written English)An earnest attitude and insatiable interest in learning.Learning outcome (at least 3 points):We aim to imbue our interns with:Opportunities to visit supplier factories to learn about other industries and processesOpportunities for external seminars and trainingKnowledge of widely used industrial software systems such as SAP (Enterprise Resource Planning ERP), Work-Day, Agile (Product Life Cycles Management), WebEx (Teleconference)In-depth understanding of production processes and engineering commoditiesAnalytical and problem-solving abilities?€?Soft?€? skills (communication, interpersonal, best workplace practices)Learn to be an independent contributor and cultivate teamwork spirits."
https://www.jobstreet.com.sg/en/job/media-equipment-engineering-backend-intern-1033286002?jobId=jobstreet-sg-job-1033286002&sectionRank=593&token=0~8b3d2e24-5381-453a-b789-61b6257b18e7&fr=SRP%20Job%20Listing,Media Equipment Engineering - Backend Intern,Seagate Singapore International Headquarters Pte. Ltd.,Singapore,Manufacturing / Production,Internship,Not Specified,"Engineering, Electronics",Not Specified,,"We are a team of professional Staff Engineers, Senior Engineers and Engineers working on developing various customized media processing Equipment used in high volume media manufacturing.The team works on equipment enhancements to meet new processes needs, continuous improvements to improve product quality, yield and develop new technologies including i4.0.Work on projects related to Data Science / Data AnalyticsWork on enhancing media process tools leveraging i4.0 technologiesData logging / extraction / setup / analyticsExtensive work using python / ML platforms?? / database via MySQL query.Use python numpy & pandas library to do data reading, aggregation, manipulation.Use python Matplot to plot the data set.Smart sensors installation and configurationKeen Interest in Data science. ?€?Get insight from data?€?Able to understand basic terminology of sensors.Python programing with Numpy, Pandas, Matplot, pyHive & Scipy library. Or R studio.Computer hardware skillsHands on experience developing projects and use of Python programmingKnowledge on computer hardwareLocation: Woodlands, Singapore, W2Travel: None-"
https://www.jobstreet.com.sg/en/job/intern-quality-assurance-9936199?jobId=jobstreet-sg-job-9936199&sectionRank=202&token=0~5f9c6dc3-3533-4223-9ad6-c64e95f6c826&fr=SRP%20Job%20Listing,Intern ?€? Quality Assurance,Hoya Medical Singapore (HQ),West - Others,Healthcare / Medical,Internship,Entry Level,"Manufacturing, Quality Assurance",Not Specified,,"This new position will work closely with quality and various project teams to support quality personnel and project stakeholders for their validation needs in the migration to MasterControl cloud-based quality management system for HOYA Surgical Optics.Key Duties & ResponsibilitiesHelp perform validation duties to ensure software validation project and corresponding deliverables adhere to current regulations and quality standards.Actively contributing towards continuous improvement of the quality team by suggesting new ideas and promoting innovative culture through improving and optimizing the analysis of quality data and process workflows.Provide support to records management and archiving actitives.Support with the required migration work for MasterControl 2018.3 to Classic 20 for global headquarter (GHQ)Assist with documentation improvement work on MasterControlAssist with the maintenance of the CAPA, Issue review & training dashboardParticipate in team activities of Quality Compliance department and any initiatives related to quality management systems and other regulatory requirements. ??Duties as assigned by supervisor-in-chargeEducationPursuing Diploma or Degree Preferably in Science or EngineeringSkillsBasic computer knowledge (Microsoft office) essentialSome Quality system knowledge will be advantageous"
https://www.jobstreet.com.sg/en/job/product-analyst-intern-*-10012581?jobId=jobstreet-sg-job-10012581&sectionRank=274&token=0~38240428-22c8-4a3d-8a06-30cfba56ea6c&fr=SRP%20Job%20Listing,Product Analyst Intern *,TikTok,Singapore,Computer / Information Technology (Software),Internship,Entry Level,"Computer/Information Technology, IT-Software","Bachelor's Degree, Post Graduate Diploma, Professional Degree, Master's Degree",,"TikTok is the leading destination for short-form mobile video. Our mission is to inspire creativity and bring joy. TikTok has global offices including Los Angeles, New York, London, Paris, Berlin, Dubai, Mumbai, Singapore, Jakarta, Seoul, and Tokyo.We are seeking an analytically-inclined individual to join our Product Strategy & Operations team in Singapore in 2022 .Internships at TikTok aim to provide students the chance to work with our clients and teams to address key business problems and identify areas of growth for the company. With your education and experience, you will be able to take on real-world challenges from day one.The Product Analyst Intern will be joining the Product Strategy & Operations team, within the high performing and extremely nimble Ads Monetization team. This highly organized and efficient professional must be flexible and able to wear multiple hats while working closely with our cross functional teams and prioritizing the needs of the team.ResponsibilitiesPartner with Product Marketing Managers and Data teams to solve problems by applying quantitative skills and developing insightsWork closely with Product Marketing Managers to analyze product functionality, performance trends and test hypotheses to help shape go-to-market strategiesDesign and build data dashboards and product trackers to monitor the performance of our operations and drive business performance understandingQualificationsActively enrolled university student who can commit 6 months for this internshipUndergraduate in quantitative fields such as Statistics, Mathematics, Computer Science, Economics, Applied Analytics, Operations Research, Business Management, Engineering, Finance or any other relevant fieldsExcellent written and verbal communication skillsProficient in data analytics skills, SQL and open-source programming language skills such as Python and/or R; Exposure to spreadsheet software (excel, google sheets)Data collection and synthesis of that data into consumable reportsStrong operations skills with the ability to define process improvementsAds/marketing knowledge from technology companies a plusAbility to work cross-functionally with multiple teams and stakeholders; excellent relationship building, collaboration, negotiation and influence skillsStrong work ethic with the ability to work independently and deliver results with minimal supervision"
https://www.jobstreet.com.sg/en/job/software-engineer-intern-data-aml-engine-2022-start-worknow*-10004437?jobId=jobstreet-sg-job-10004437&sectionRank=22&token=0~b0166ece-c53f-42e6-a0c0-ad00603781de&fr=SRP%20Job%20Listing,Software Engineer Intern (Data AML Engine) - 2022 Start #WorkNow*,TikTok,Singapore,Computer / Information Technology (Software),Internship,Entry Level,"Computer/Information Technology, IT-Software","Bachelor's Degree, Post Graduate Diploma, Professional Degree, Master's Degree",,"ResponsibilitiesTikTok is the leading destination for short-form mobile video. Our mission is to inspire creativity and bring joy. TikTok has global offices including Los Angeles, New York, London, Paris, Berlin, Dubai, Singapore, Jakarta, Seoul and Tokyo.We are now looking for talented individuals to join us for an internship in 2022 - people who want to inspire creativity and co-create the future with TikTok.Successful candidates must be able to commit to one of the following internship cycles below: -Summer Internship - 09 May 2022 to 29 July 2022 (12 weeks)Off-cycle Internship - 01 August 2022 to 16 December 2022 (20 weeks)We will prioritize candidates who are able to commit to the two above internship periods.Please state your availability clearly in the comments section (Start date, End date).Candidates can apply to a maximum of two positions and will be considered for jobs in the order you apply. The application limit is firm and includes all TikTok/ByteDance jobs globally. Applications will be reviewed on a rolling basis and we encourage you to apply early.ResponsibilitiesBuild an effective toolchain to improve development performance;Introduce new AI technologies to our online system, support billions of users all over the world;Improve the reliability of the system, manage the challenges of scale and complexity;Squeeze extreme performance from hardware and handle huge amount of requestsQualificationsFinal year with a background in Bachelor's degree or above in Computer Science, Engineering or related fields.Fluency in at least one modern language such as C/C++, Golang, PythonExperience contributing to the large scale distributed systems, multi-tenant systems (architecture, reliability and scaling)Strong analytical abilities and problem solvingGood communication, self-motivation, engineering practice, documentation, etc.By submitting an application for this role, you accept and agree to our global applicant privacy policy, which may be accessed here: https://careers.tiktok.com/legal/privacy."
https://www.jobstreet.com.sg/en/job/backend-engineer-intern-recommendation-architecture-2022*-10014135?jobId=jobstreet-sg-job-10014135&sectionRank=296&token=0~aae8ffad-a65b-4023-943c-3f76ac252ed5&fr=SRP%20Job%20Listing,Backend Engineer Intern (Recommendation Architecture) - 2022*,TikTok,Singapore,Computer / Information Technology (Software),Internship,Entry Level,"Computer/Information Technology, IT-Software","Bachelor's Degree, Post Graduate Diploma, Professional Degree, Master's Degree",,"ResponsibilitiesTikTok is the leading destination for short-form mobile video. Our mission is to inspire creativity and bring joy. TikTok has global offices including Los Angeles, New York, London, Paris, Berlin, Dubai, Singapore, Jakarta, Seoul and Tokyo.We are now looking for talented individuals to join us for an internship in 2022 - people who want to inspire creativity and co-create the future with TikTok.Successful candidates must be able to commit to one of the following internship cycles below: -Summer Internship - 09 May 2022 to 29 July 2022 (12 weeks)Off-cycle Internship - 01 August 2022 to 16 December 2022 (20 weeks)We will prioritize candidates who are able to commit to the two above internship periods.Please state your availability clearly in the comments section (Start date, End date).Candidates can apply to a maximum of two positions and will be considered for jobs in the order you apply. The application limit is firm and includes all TikTok/ByteDance jobs globally. Applications will be reviewed on a rolling basis and we encourage you to apply early.About the Recommendation Architecture TeamOur Recommendation Architecture Team is responsible for building up and optimizing the architecture for our recommendation system to provide the most stable and best experience for our TikTok users.ResponsibilitiesBuild and maintain high performance online services for TikTok recommendation system???Build extremely efficient and reliable data pipelines for candidates generation, profile generation, training examples generation, realtime online training, etc;Build globalized large-scale recommendation system;Design and develop high performance computing frameworks and storage systems.QualificationsPenultimate year undergraduate students with a background in Computer Science, Computer Engineering, Information Systems or a related technical major;Experience programming in at least one of the following programming languages: C, C++, Java or Golang;Effective communication skills and a sense of ownership and drive;Experienced in at least one area of the following areas: personalized recommendations, search engine, machine learning, distributed storage system, big data frameworks is a plus.By submitting an application for this role, you accept and agree to our global applicant privacy policy, which may be accessed here: https://careers.tiktok.com/legal/privacy."
https://www.jobstreet.com.sg/en/job/data-analyst-internship-6months-intellectual-property-rights-ipr-protection-team-10010711?jobId=jobstreet-sg-job-10010711&sectionRank=20&token=0~e09f916e-9e76-4760-bd2d-227ec9031634&fr=SRP%20Job%20Listing,Data Analyst Internship (6months) - Intellectual Property Rights (IPR) Protection Team,TikTok,Singapore,Computer / Information Technology (Software),Internship,Entry Level,"Computer/Information Technology, IT-Software","Bachelor's Degree, Post Graduate Diploma, Professional Degree, Master's Degree",,"ResponsibilitiesJob DescriptionEcommerce's Governance and Experience is a global team responsible for ensuring our marketplace is safe and trustworthy for not only users but also sellers and creators. We value user satisfaction and work on policies, rules and systems to ensure quality.The IPR protection function within the GNE team is committed to protecting intellectual property rights and maintaining a healthy and safe e-commerce environment TikTok's E- commerce Platforms.Job ResponsibilitiesConduct research and collect data inputs for algorithms to identify risky products on the platform.Assist with designing and refining algorithms to quantify risks and predictive analysis.Investigate anomalies and propose solutions.Assist with the design and implementation of the Risk Dashboard.Assist with the rollout and presentation of the dashboard to stakeholdersQualificationsEnglish working proficiencyPursuing a Bachelor or Masters in Law/ Business/ e-Commerce/ Computer Science/ Software Engineering/ Economics/ Statistics/ Mathematics/ Operations/ Research/ Related Fields.Data analytical skillset - SQL, ExcelExperience with data visualization software is a plus.Attention to detail, good at problem-solving.Passionate about technology, good at problem-solving."
https://www.jobstreet.com.sg/en/job/data-analyst-internship-6months-intellectual-property-rights-ipr-protection-team*-10014303?jobId=jobstreet-sg-job-10014303&sectionRank=237&token=0~6232af13-f34c-4ee9-a09a-a0a5a7bab606&fr=SRP%20Job%20Listing,Data Analyst Internship - (6months) - Intellectual Property Rights (IPR) Protection Team*,TikTok,Singapore,Computer / Information Technology (Software),Internship,Entry Level,"Computer/Information Technology, IT-Software","Bachelor's Degree, Post Graduate Diploma, Professional Degree, Master's Degree",,"ResponsibilitiesJob DescriptionEcommerce's Governance and Experience is a global team responsible for ensuring our marketplace is safe and trustworthy for not only users but also sellers and creators. We value user satisfaction and work on policies, rules and systems to ensure quality.The IPR protection function within the GNE team is committed to protecting intellectual property rights and maintaining a healthy and safe e-commerce environment TikTok's E- commerce Platforms.Job ResponsibilitiesConduct research and collect data inputs for algorithms to identify risky products on the platform.Assist with designing and refining algorithms to quantify risks and predictive analysis.Investigate anomalies and propose solutions.Assist with the design and implementation of the Risk Dashboard.Assist with the rollout and presentation of the dashboard to stakeholdersQualificationsEnglish working proficiencyPursuing a Bachelor or Masters in Law/ Business/ e-Commerce/ Computer Science/ Software Engineering/ Economics/ Statistics/ Mathematics/ Operations/ Research/ Related Fields.Data analytical skillset - SQL, ExcelExperience with data visualization software is a plus.Attention to detail, good at problem-solving.Passionate about technology, good at problem-solving."
https://www.jobstreet.com.sg/en/job/digital-marketing-intern-1033315937?jobId=jobstreet-sg-job-1033315937&sectionRank=95&token=0~8854da59-74e5-4dd8-85ea-6a9693cd7f9f&fr=SRP%20Job%20Listing,Digital Marketing Intern,GIFTANO PTE. LTD.,Central,,Internship,Not Specified,"Sales/Marketing, Marketing/Business Dev",Not Specified,,"Do you fancy writing and creating inspiring content? Are you tech-savvy and have a passion for digital marketing? We are looking for a talented & spirited individual to join our fun & dynamic team as a Digital Marketing Intern! You will get to assist in content creation, eCommerce management, social media marketing, play a part in our strategic digital marketing campaigns, and other brand touch points. An excellent opportunity for a self-starter who is looking to experience and develop end-to-end marketing skills.Key Responsibilities:?? Assist Marketing and Sales Team for eCommerce-related responsibilities?? Provide Merchant Support?? Content Creation (photography, videography, editing, copywriting) for website, TikTok, Facebook & Instagram?? Assist in Social Media Management of TikTok, Instagram and Facebook?? Community Management?? Assist in Overall Planning, Conceptualisation, Execution and Reporting of Strategic Digital Marketing Campaigns?? Assist in EDM Design & Development?? Support General Design Needs of the Company?? Other Ad-hoc Projects/Duties AssignedRole Requirements:?? Qualification from Arts/MarCom/Design related industry?? Excellent command of English, especially in writing?? Ability to execute basic photography and videography with editing?? Familiar with TikTok & video editing tools?? Equipped with basic photoshop, illustrator and/or Canva design skills?? Passionate, vibrant, independent, fast-learner?? Strong sense of design with a keen eye for detail?? Good understanding of eCommerce (preferred)?? Working knowledge of content marketing principles and SEO techniques (preferred)?? Digital marketing savviness and skill in CMS (preferred)Giftano was built to make the world more generous, and every day more and more Singaporeans use our platform to give away gift cards. We get to make a direct impact if someone actually receives a gift that day or not - which really inspires us. We?€?re much more than an online platform - we transform lives through the act of generosity.-"
https://www.jobstreet.com.sg/en/job/algorithm-engineer-intern-tiktok-search*-10005609?jobId=jobstreet-sg-job-10005609&sectionRank=126&token=0~69e7efed-a5bb-4260-b3b9-9b88ddd7c833&fr=SRP%20Job%20Listing,"Algorithm Engineer Intern, TikTok Search*",TikTok,Singapore,Computer / Information Technology (Software),Internship,Entry Level,"Computer/Information Technology, IT-Software","Professional Certificate/NiTEC, Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree",,"ResponsibilitiesTikTok is the leading destination for short-form mobile video. Our mission is to inspire creativity and bring joy. TikTok has global offices including Los Angeles, New York, London, Paris, Berlin, Dubai, Mumbai, Singapore, Jakarta, Seoul and Tokyo.Our Search Team is responsible for building and owning TikTok's search engine which provides our users the best search experience.On the TikTok Search Team, you?€?ll have the opportunity to build a full-stack search engine system and combine information retrieval technology with modern machine learning methods from related fields such as NLP, CV, multimodal, and recommender system.We embrace a culture of self-direction, intellectual curiosity, openness, and problem-solving.Optimize the searching quality to provide TikTok's users the best search experienceCombine your understanding of product objectives and take full advantage of modern machine learning, NLP and Multimodal techniques to improve the search ranking algorithms, including query understanding, video understanding, various levels of result ranking, and etc.QualificationsProficient coding skills and strong algorithm & data structure basis in C++/Python/JavaEffective communication and teamwork skills.Graduate before the end of 2023, be able to work at least three days a week.Experience in one or more of the following areas: NLP, Ranking, Ads, Search engine, Recommender System, and Machine LearningWinners in ACMICPC, NOI/IOI, Top coder and Kaggle"
https://www.jobstreet.com.sg/en/job/product-infrastructure-engineer-intern-tiktok-ecommerce-2022-urgent-10018591?jobId=jobstreet-sg-job-10018591&sectionRank=277&token=0~aae8ffad-a65b-4023-943c-3f76ac252ed5&fr=SRP%20Job%20Listing,Product Infrastructure Engineer Intern (TikTok eCommerce) 2022 #Urgent,TikTok,Singapore,Computer / Information Technology (Software),Internship,Entry Level,"Computer/Information Technology, IT-Network/Sys/DB Admin","Professional Certificate/NiTEC, Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree",,"TikTok is the leading destination for short-form mobile video. Our mission is to inspire creativity and bring joy. TikTok has global offices including Los Angeles, New York, London, Paris, Berlin, Dubai, Singapore, Jakarta, Seoul and Tokyo.We are now looking for talented individuals to join us for an internship in 2022 - people who want to inspire creativity and co-create the future with TikTok.Successful candidates must be able to commit to one of the following internship cycles below:Summer Internship - 09 May 2022 to 29 July 2022 (12 weeks)Off-cycle Internship - 01 August 2022 to 16 December 2022 (20 weeks)We will prioritize candidates who are able to commit to the two above internship periods.Please state your availability clearly in the comments section (Start date, End date).Candidates can apply to a maximum of two positions and will be considered for jobs in the order you apply. The application limit is firm and includes all TikTok/ByteDance jobs globally. Applications will be reviewed on a rolling basis and we encourage you to apply early.About the TikTok eCommerce teamThe e-Commerce industry has seen tremendous growth in recent years and has become a hotly contested space amongst leading Internet companies, and its future growth cannot be underestimated.With millions of loyal users globally, we believe TikTok is an ideal platform to deliver a brand new and better e-Commerce experience to our users. Our product engineering team is responsible for building an e-Commerce ecosystem that is innovative, secure and intuitive for our users. We are looking for passionate and talented people to join us as we drive the future of e-Commerce here at TikTok.Our software engineers for product infrastructure role combines software and systems engineering disciplines to run high-performance, large-scale distributed infrastructure.This means you will be deeply involved in the developmental lifecycle of critical software services, collaborating closely with product engineers to combine software code and systems knowledge to ensure that TikTok e-Commerce's services are reliable, fault-tolerant, efficiently scalable and cost-effective.You will also be leveraging your software engineering expertise to develop software platforms and tools to optimise the operational and engineering efficiencies of complex systems at scale, with particular focus on improving the systems' observability, performance and maintainability.ResponsibilitiesBuild, expand and operate TikTok e-Commerce global infrastructures, including large-scale systems in public and private clouds, data centers and content delivery networks;Develop automation, data visualization and automated monitoring processes to facilitate the optimization of the TikTok e-Commerce platform infrastructure;Engage in and improve lifecycle of infrastructure services from inception and design through development, deployment and refinement;Design and engineer tools and platform solutions to optimize product engineering and operation efficiencies;Participate in technical operations and oncall rotations in response to performance and reliability issues.QualificationsUndergraduate, or Postgraduate who is currently pursuing a degree/master in Computer Science, Computer Engineering, Information Systems or a related technical discipline;Experience in one or more programming languages such as Java, C++, Go, or scripting experience in Shell and Python;Experience in designing, analyzing, and troubleshooting large-scale distributed systems.By submitting an application for this role, you accept and agree to our global applicant privacy policy, which may be accessed here: https://careers.tiktok.com/legal/privacy."
https://www.jobstreet.com.sg/en/job/backend-engr.-intern-cloud-infrastructure-2022-jobsthatmatter*-10007362?jobId=jobstreet-sg-job-10007362&sectionRank=305&token=0~140724de-813b-431c-8561-8b34d4065c1a&fr=SRP%20Job%20Listing,"Backend Engr. Intern, (Cloud Infrastructure) - 2022 #JobsThatMatter*",TikTok,Singapore,Computer / Information Technology (Software),Internship,Entry Level,"Computer/Information Technology, IT-Software","Bachelor's Degree, Post Graduate Diploma, Professional Degree, Master's Degree",,"ResponsibilitiesTikTok is the leading destination for short-form mobile video. Our mission is to inspire creativity and bring joy. TikTok has global offices including Los Angeles, New York, London, Paris, Berlin, Dubai, Singapore, Jakarta, Seoul and Tokyo.We are now looking for talented individuals to join us for an internship in 2022 - people who want to inspire creativity and co-create the future with TikTok.Successful candidates must be able to commit to one of the following internship cycles below:Summer Internship - 09 May 2022 to 29 July 2022 (12 weeks)Off-cycle Internship - 01 August 2022 to 16 December 2022 (20 weeks)We will prioritize candidates who are able to commit to the two above internship period.Please state your availability clearly in the comments section (Start date, End date).Candidates can apply to a maximum of two positions and will be considered for jobs in the order you apply. The application limit is firm and includes all TikTok/ByteDance jobs globally. Applications will be reviewed on a rolling basis and we encourage you to apply early.About the Cloud Infrastructure teamOur Cloud Infrastructure team is primarily responsible of the infrastructure and technical architecture. We are the bottom layer of the company's technologies, supporting all of our core products and business lines (including TikTok, Douyin and Toutiao), serving hundreds of millions of users every single day.In our team, you will develop and work on next-generation infrastructure technologies. We design and build fast, scalable, reliable and efficient systems that can support industry leading volumes and highly dynamic workloads - reaching millions of people across the world. You will tackle world-class challenges in distributed computing, large-scale system design, mass data storage, orchestration & scheduling, messaging middleware, etc.You can also expect to work within a highly talented and diverse team, motivated to solve the world's toughest technical challenges. Joining our team, you will be put through a structured and effective training and mentoring plan that is focused on your personal and technical development.If you are someone aiming for high, enthusiastic about tackling the world-class hard problems in technology, and enjoy working in a highly-collaborative and diverse environment, this would be the right place for you!ResponsibilitiesEngage in projects that relate to the underlying infrastructure and technical architecture for all mid-platform and business lines, including but not limited to distributed storage, big-data computing, orchestration & scheduling, as well as messaging middleware;Participate in the development of products such as large-scale PaaS services, DevOps platforms, R&D infrastructure for cloud-native, mass data storage systems, and distributed computing systems.QualificationsUndergraduate or Postgraduate currently pursuing a degree/master in software development, computer science, computer engineering, information systems or a related technical discipline;Strong interest in computer science and internet technology;Proficient in at least one general programming language (e.g. Java, C, C++, Golang, Python, etc.);Excellent communication skills with a strong thirst for knowledge and a keen desire to learn.By submitting an application for this role, you accept and agree to our global applicant privacy policy, which may be accessed here: https://careers.tiktok.com/legal/privacy."
https://www.jobstreet.com.sg/en/job/technical-intern-urgent-10006369?jobId=jobstreet-sg-job-10006369&sectionRank=398&token=0~cabf4be8-016b-4c5a-b302-9fb408aa0ef2&fr=SRP%20Job%20Listing,Technical Intern - #Urgent,Keysight Technologies Singapore,Singapore,Electrical & Electronics,Internship,Entry Level,"Building/Construction, Civil/Construction","Professional Certificate/NiTEC, Diploma, Advanced/Higher/Graduate Diploma",,"Job DescriptionAt Keysight, we help companies address their toughest challenges with precision and confidence. We offer the most precise electronic measurement tools in the industry, with advanced software to match. Our employees leverage their insight and passion to revolutionize electronic measurements and make a difference in the world. You can join our mission to make a real difference through rapid solution development, turning measurement science IP into killer apps, on a hardware/OS agnostic, modern C++ foundation, delivered into an always-on, everywhere available, app store ecosystem.????As Keysight?€?s In-Circuit Test (ICT) Systems are leading board test solutions, we constantly innovate and design on new intuitive features in every part of testers for hardware and software enhancements. This project highlights the need for hardware circuit and FPGA firmware design and prototype board tests. Candidate will gain experience in the process of hardware circuit design and simulation, schematic and PCB layout design, prototype board fabrication and test.Project calls for designing and building certain prototype boards and testing to collect some data or experiment results.Job QualificationsInterested in hardware design, debug and testing,??Experience withElectronic circuit designFPGA firmware design and simulationUse general instruments/tools to debug and test the boardJob Function*InternshipsShift:Day JobSchedule:Full Time (F)Travel Required:NoneEmployment Program:InternDuration (Temp Positions Only):< 6 months__________________________________________________________________________________Careers Privacy Statement??*Keysight is an Equal Opportunity Employer. *Candidates can be considered to work from the following locations:APAC : Singapore : Singapore : SingaporeJob ID :??44806??"
https://www.jobstreet.com.sg/en/job/asus-aics-sg-software-engineer-intern-healthcare-ai-1033098124?jobId=jobstreet-sg-job-1033098124&sectionRank=566&token=0~0918f7fb-dd77-4467-9602-17d605f0d5ae&fr=SRP%20Job%20Listing,ASUS AICS SG- Software Engineer Intern ?€? Healthcare AI,ASUS Global Pte Ltd,Central,Computer/Information Technology (Hardware),Internship,Not Specified,"Computer/Information Technology, IT-Software",Not Specified,,"About Asus AICSThe mission of ASUS Intelligent Cloud Services (AICS) is to build revolutionary healthcare solutions with natural language processing, computer vision, and big data analytics. We provide Software as a Service (SaaS) applications to accelerate the effective use of medical data and improve the efficiency of hospital operations, unleashing the power of data for precision healthcare and bringing transformative impact to the industry.Roles & ResponsibilitiesDesign, develop, test, deploy, maintain and improve software across our technology stack.Implement ML algorithms and tools, perform benchmarking, statistical analysis and fine-tuningWork collaboratively with engineering and product teams to manage project priorities, deadlines and deliverables.Create technical documentation for reference and reportingRequirementsEnrolled in Bachelor or Master degree program in Computer Science or related discipline at a Singapore universityStrong programming skills in Python or C++Good understanding of data structures, data modelling, and software architecturesKnowledge of algorithms, probability, and statisticsFamiliarity with best practices in software developmentIndependent, analytical, good problem-solving skillsEnjoy start-up environmentDuration: 3-6 months-"
https://www.jobstreet.com.sg/en/job/backend-engineer-intern-tiktok-dm-2022-start-10005747?jobId=jobstreet-sg-job-10005747&sectionRank=372&token=0~88672970-73b3-492c-954d-ecf46133bbc8&fr=SRP%20Job%20Listing,Backend Engineer Intern (TikTok DM) - 2022 Start,TikTok,Singapore,Computer / Information Technology (Software),Internship,Entry Level,"Computer/Information Technology, IT-Software","Professional Certificate/NiTEC, Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree",,"ResponsibilitiesTikTok is the leading destination for short-form mobile video. Our mission is to inspire creativity and bring joy. TikTok has global offices including Los Angeles, New York, London, Paris, Berlin, Dubai, Singapore, Jakarta, Seoul and Tokyo.We are now looking for talented individuals to join us for an internship in 2022 - people who want to inspire creativity and co-create the future with TikTok.Successful candidates must be able to commit to one of the following internship cycles below:Summer Internship - 09 May 2022 to 29 July 2022 (12 weeks)Off-cycle Internship - 01 August 2022 to 16 December 2022 (20 weeks)We will prioritize candidates who are able to commit to the two above internship periods.Please state your availability clearly in the comments section (Start date, End date).Candidates can apply to a maximum of two positions and will be considered for jobs in the order you apply. The application limit is firm and includes all TikTok/ByteDance jobs globally. Applications will be reviewed on a rolling basis and we encourage you to apply early.Responsibilities:We are building next generation IM system to support core social scenarios.Develop large-scale software systems that powers TikTok app.Improve system design and architecture to ensure high stability, performance and reliability of the Messaging product.Collaborate with multiple cross-functional teams to deliver high-quality work in rapid product development.QualificationsUndergraduate, or Postgraduate who is currently pursuing a degree/master in Computer Science, Computer Engineering, Information Systems or a related technical discipline;Proficient in at least one of the following languages: Go, Python, Java, C++.Deep understanding of computer architectures, data structures and algorithms.Possess good team communication and collaboration skillsPrior internship experience in building backend services for large-scale consumer-facing applications is a plusHighly advantageous to have experience on building large-scale instant messaging systems (like Facebook Messages, Instagram, Snapchat or WeChat), or in-app chats.By submitting an application for this role, you accept and agree to our global applicant privacy policy, which may be accessed here: https://careers.tiktok.com/legal/privacy.If you have any questions, please reach out to us at"
